u,g,r,i,z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,subclass,redshift,redshift_err
21.512,20.78693,19.85272,19.44898,19.13116,2.476377,4.842582,11.45154,16.60948,22.23603,2.793905,1.573499,1.540563,1.769791,3.975011,2.966188,4.081116,15.31324,11.53564,20.83246,1.103837,0.7887611,0.8086881,0.868367,0.8257949,22.10873,20.69065,21.3872,20.31435,19.89482,0.3875386,0.6623952,0.6893746,0.6303779,0.457074,STARBURST,0.4857012,1.55e-05
19.76611,18.52134,17.87319,17.47581,17.24206,12.40231,39.03574,70.91251,102.2527,126.812,3.733454,4.069906,3.556987,3.694839,3.676037,13.18005,41.13223,99.77808,70.42671,120.3298,2.00402,1.900876,1.72312,1.803785,1.689473,20.84333,19.07352,19.78735,18.86755,18.48611,0.4650723,0.464074,0.4690941,0.4665138,0.4432862,STARFORMING,0.1005126,8.07e-06
19.2272,18.08018,17.5642,17.19347,16.98957,20.37512,58.60384,94.25816,132.6202,160.016,4.135267,4.22051,4.169693,4.366065,5.078298,20.6208,58.05792,133.6013,97.36478,171.7005,1.983846,2.000423,1.990471,2.073406,2.184506,20.38948,19.21778,19.5525,18.86325,18.51229,0.7045212,0.5530252,0.5659553,0.5761425,0.5835482,STARBURST,0.07205983,7.06e-06
19.45593,18.18097,17.54261,17.09272,16.82443,16.50423,53.40839,96.15097,145.5159,186.3035,18.02053,5.687893,5.193987,5.596392,5.243817,15.44079,54.54253,135.3824,94.37753,169.6021,2.717112,2.677999,2.441885,2.555954,2.338518,20.83822,19.29665,19.97899,18.96704,18.65736,0.2806872,0.3054499,0.3213439,0.319253,0.3392858,STARFORMING,0.07269542,7.75e-06
17.85846,16.41718,15.85175,15.51332,15.32088,71.88107,271.099,456.352,623.2614,744.1285,15.0104,14.70612,13.7157,13.76002,13.35659,84.30138,277.7206,592.1907,436.0839,623.8972,7.377748,6.761526,6.055419,6.069252,5.364395,21.64116,19.19531,19.81169,18.77309,18.27658,0.4306889,0.4394742,0.4679245,0.4549096,0.4659339,STARFORMING,0.04689103,1.73e-05
20.14041,19.25294,18.69171,18.41226,18.27873,8.784694,19.89833,33.36637,43.16078,48.79884,5.129197,2.726696,2.58012,2.538713,2.709707,11.04451,20.3978,42.37968,34.03268,45.41824,1.626867,1.339529,1.279213,1.299685,1.203146,21.19451,19.67898,20.28116,19.33755,19.07376,0.8963218,0.7838266,0.7999507,0.7704923,0.69345,STARBURST,0.2120776,8.81e-06
18.36812,17.28549,16.89664,16.62148,16.49523,44.95198,121.8436,174.3183,224.5981,252.2927,4.457553,4.598579,4.747226,4.754628,4.836761,44.01955,122.7512,227.0452,175.3616,244.2928,2.321615,2.413154,2.405883,2.410208,2.339696,20.36675,19.04063,19.37075,18.84675,18.59732,0.6273922,0.6592598,0.6837468,0.6918827,0.6925421,STARFORMING,0.06396809,6.43e-06
19.48004,17.94352,17.11226,16.70205,16.40056,16.14174,66.46462,142.9215,208.5364,275.2797,8.71837,5.233519,4.792038,4.941247,4.211327,19.45694,56.31932,155.3266,109.2762,195.9635,3.389298,2.578928,2.278107,2.311135,2.128465,21.48404,18.97177,19.9496,18.55234,18.25321,0.8335951,0.9164762,0.910358,0.8719175,0.8718293,STARFORMING,0.1017358,2.73e-05
17.94993,16.69541,16.23884,15.89209,15.70402,66.07306,209.8141,319.4947,439.7059,522.8679,8.667174,7.931424,7.374642,7.60943,7.426219,75.08235,220.0874,453.6995,335.4321,515.5865,3.947727,3.68495,3.453969,3.520402,3.387111,19.53514,17.90354,18.2684,17.59631,17.2385,0.4344947,0.4679057,0.4924065,0.5140761,0.5167143,STARFORMING,0.05193289,6.83e-06
19.08866,18.06602,17.51604,17.23593,17.08441,23.14832,59.37311,98.53319,127.5343,146.631,4.17774,4.200242,4.17301,4.137283,15.09223,20.55915,58.04509,120.5577,93.94518,125.7239,2.048127,2.14377,2.075484,2.122826,1.85208,20.31504,18.9716,19.58455,18.60307,18.57224,0.785353,0.7500293,0.7384325,0.748974,0.7059815,STARBURST,0.1678409,7.32e-06
21.13882,20.74635,20.0866,19.79778,19.58121,3.49765,5.027154,9.231838,12.04462,14.66952,2.407447,2.241801,2.528086,2.33531,2.120234,3.355034,4.725661,10.98842,8.946392,10.92522,1.200427,1.076288,1.255024,1.170129,0.9680381,21.11474,20.1135,20.77916,19.83228,19.57605,0.05,0.08821153,0.1306821,0.05,0.199259,STARBURST,0.238187,2.01e-05
22.07981,21.47561,21.78229,21.94137,21.97265,1.459263,2.565796,1.929355,1.653469,1.288398,1.407815,1.406578,1.342752,1.390707,1.11868,1.175038,2.337534,1.375638,1.664711,1.310989,0.7449248,0.7706606,0.6940656,0.7068236,0.572607,22.14687,21.9173,21.60423,22.09174,22.09027,0.1356449,0.9998506,0.7099401,0.7202478,0.05,STARFORMING,0.04025875,2.3e-05
18.27537,17.02294,16.45954,16.13315,15.91478,48.96085,155.1759,260.7262,352.1597,430.6115,4.320596,3.982426,4.045908,4.165367,4.008612,44.8062,137.5695,313.4925,236.5278,379.1934,1.891014,1.726209,1.751627,1.778271,1.689932,19.51809,17.86765,18.36304,17.59564,17.31243,0.9402584,0.938525,0.9860787,0.9734899,0.9177189,STARFORMING,0.05096192,1.17e-05
19.22139,18.13478,17.65546,17.37445,17.25298,20.48441,55.72963,86.65921,112.2579,125.5436,6.508273,6.180604,6.224432,6.273348,5.828655,19.08269,54.27449,101.0082,79.92602,93.29586,3.318595,3.243232,3.15928,3.15095,2.648227,20.9937,19.8426,20.50093,19.44142,19.45213,0.7937496,0.7068195,0.7272622,0.7523002,0.7240748,STARBURST,0.08843847,1.02e-05
21.02362,20.74603,19.6862,19.1685,18.69454,3.89035,5.028609,13.35007,21.50654,33.26365,68.30739,2.37402,3.780287,3.774834,4.108352,5.095347,3.663974,20.44814,12.81192,27.91951,2.285123,1.093896,1.491376,1.498178,1.283551,21.7799,20.57931,21.52468,20.09558,19.56057,0.2818501,0.7822688,0.742583,0.7132931,0.4904299,STARBURST,0.3835123,4.36e-05
18.65083,17.78893,17.53211,17.20029,17.17478,34.64656,76.63527,97.08582,131.7897,134.9201,3.582334,3.839012,4.546094,4.569332,4.635066,25.33031,62.58518,114.374,85.70709,117.9388,1.442981,1.715327,1.912906,1.949958,1.948112,19.66458,18.81212,18.94756,18.44966,18.52215,0.3696929,0.4410449,0.3868298,0.4314766,0.3164401,STARBURST,0.07364249,5.51e-06
18.60155,17.58259,17.28068,17.0663,16.95199,36.25552,92.67546,122.385,149.1007,165.6512,5.508869,5.549634,5.745865,5.529376,5.992188,36.17045,89.07925,148.2921,120.8829,165.8018,2.648503,2.699837,2.78528,2.69384,2.862412,20.06403,19.08241,19.18723,18.89339,18.62872,0.5611785,0.6284911,0.6677861,0.6774822,0.5989553,STARBURST,0.02746344,4.91e-06
18.20802,17.32212,16.99165,16.79452,16.65518,52.09389,117.8018,159.7129,191.5105,217.7333,2.590197,2.870624,3.4531,3.158797,3.15372,43.3509,101.3705,176.4719,143.2249,199.3472,1.297109,1.381962,1.545702,1.463683,1.543646,19.03312,18.07587,18.23961,17.90898,17.67687,0.5683445,0.7374499,0.7299706,0.7734341,0.8360955,STARBURST,0.02860158,5.01e-06
18.20594,17.35311,16.9702,16.68936,16.58665,52.19409,114.4869,162.8997,210.9873,231.9194,9.915987,7.566022,8.13549,7.791163,6.655847,38.01122,77.04532,141.5047,109.3717,116.3755,3.693528,3.425567,3.367476,3.410511,2.592792,20.30545,19.22039,19.45248,18.98179,18.81636,0.8990733,0.8955586,0.8703337,0.8794687,0.8790158,STARBURST,0.0779814,8.26e-06
19.50611,18.22469,17.44911,17.00211,16.72593,15.75869,51.30082,104.7985,158.1814,203.9957,7.974043,6.886476,5.634558,6.403573,5.874651,20.17839,56.94429,150.4074,107.3355,198.9298,3.65002,3.140717,2.53345,2.804218,2.713743,21.6417,19.2981,20.26714,18.83852,18.60775,0.3273743,0.34204,0.3499968,0.3530443,0.328269,STARFORMING,0.1458651,9.81e-06
20.35388,18.61678,17.56364,17.09986,16.78115,7.215797,35.7508,94.30644,144.5627,193.8809,2.970699,4.551654,4.101434,4.451351,4.156311,8.058622,32.1916,117.8848,77.33253,153.5502,3.024552,2.062768,1.761274,1.840354,1.718522,21.46839,18.86235,19.96542,18.46785,18.11027,0.5247707,0.8842506,0.8401796,0.84444,0.7203437,STARFORMING,0.1982264,2.72e-05
20.3355,19.42817,19.057,18.72625,18.67387,7.339099,16.93241,23.83355,32.32125,33.90367,2.284054,2.112782,1.740628,1.893987,7.709713,7.18786,17.17864,30.55848,23.37232,35.75332,1.085678,1.055266,0.902385,0.9474398,1.050516,20.76863,19.80801,20.00934,19.47547,19.26972,0.9984077,0.8283197,0.8255782,0.7619365,0.6866061,STARBURST,0.1512634,6.68e-06
18.93296,17.99901,17.82357,17.64006,17.59418,26.71794,63.15334,74.22878,87.89674,91.68509,6.57144,6.530256,5.876204,6.514398,7.407625,29.52857,73.59052,90.90831,81.66942,111.6804,2.751355,2.864763,2.466642,2.664791,2.980658,20.50174,19.33,19.62871,19.23591,19.35887,0.537015,0.5393088,0.5915679,0.5862758,0.5606416,STARFORMING,0.04033151,4.79e-06
19.12556,18.07497,17.67021,17.37976,17.24161,22.37487,58.88589,85.49034,111.7102,126.8646,10.90205,4.522187,4.632014,4.774769,10.55185,22.77432,58.90757,107.4616,82.28889,131.263,2.399677,2.438772,2.321289,2.346845,2.513797,21.04554,19.65764,20.06929,19.46862,19.24856,0.9669331,0.8300999,0.7992513,0.7857766,0.7137204,STARFORMING,0.09368565,7.27e-06
18.47755,17.48062,17.17614,16.95904,16.78711,40.6421,101.8011,134.7548,164.5826,192.8192,3.647378,3.8778,4.181873,4.095836,4.440792,37.74278,100.9409,171.4382,137.2483,198.1491,1.802645,1.942263,2.008959,1.990103,2.072436,19.71216,18.61921,18.73394,18.57917,18.31055,0.2277768,0.276142,0.3054963,0.2978499,0.2835919,STARFORMING,0.04247662,6.29e-06
19.07678,17.68773,17.00845,16.61388,16.34095,23.40295,84.12161,157.2608,226.1767,290.8153,43.76505,7.881983,7.292584,7.403048,6.70332,36.34958,89.50028,225.9997,163.7539,268.7961,5.377247,3.67951,3.249361,3.429734,2.964364,20.94307,18.85622,19.44855,18.48632,18.19345,0.3170741,0.3171082,0.3408131,0.3540859,0.3330884,STARFORMING,0.06185238,1.41e-05
19.0133,17.95044,17.50006,17.11269,17.00704,24.81235,66.04246,99.99477,142.8646,157.4615,4.336837,109.0486,110.3643,4.731365,4.338432,25.54926,73.63945,149.8088,103.0199,150.455,2.179854,2.380152,2.226586,2.25553,2.018942,20.20594,18.71626,19.38123,18.41725,18.34072,0.6533604,0.6080031,0.6154121,0.6294295,0.5722896,STARBURST,0.08619196,6.48e-06
21.92681,19.40013,18.08521,17.554,17.10868,1.683863,17.37551,58.333,95.14737,143.3889,1.867094,2.826537,2.595274,2.760452,2.507319,0.876325,15.17991,82.44099,52.21251,118.375,0.900277,1.336582,1.21845,1.32195,1.255622,22.34731,18.93264,20.13544,18.47071,17.86604,0.6524118,0.9355689,0.8413131,0.8192787,0.7073827,STARFORMING,0.1854432,4.28e-05
19.40903,18.92592,18.99493,18.37189,18.77331,17.233,26.8923,25.23592,44.79591,30.93352,2.963608,2.82197,2.58014,3.065082,2.859558,15.42934,26.41135,41.5006,24.58544,35.58358,1.31182,1.390155,1.263097,1.468214,1.54957,20.03062,19.6166,19.58894,19.04865,19.53024,0.2287306,0.3823871,0.2850452,0.3550639,0.3738761,STARBURST,0.08333372,4.66e-06
19.53044,18.13289,17.30289,16.83845,16.53884,15.40949,55.82674,119.9066,183.9161,242.3599,4.353628,4.640156,4.367284,4.732962,4.507823,13.81772,47.57285,144.011,96.45587,200.9359,2.438328,2.348554,2.139553,2.237608,2.310836,21.08594,18.81054,19.68417,18.36049,18.02947,0.6189523,0.8181168,0.7787399,0.7358089,0.7668946,STARBURST,0.1561927,1.72e-05
19.05774,18.08132,17.73652,17.46307,17.35591,23.81718,58.54242,80.42488,103.4597,114.1871,2.502697,2.490025,2.752477,2.633279,2.872114,21.76611,59.17807,110.9975,85.6442,125.0779,1.161734,1.258404,1.324482,1.312948,1.410331,19.74648,18.75962,18.91941,18.53913,18.26441,0.7596355,0.8198776,0.8549953,0.8352996,0.8870608,STARBURST,0.06380343,6.39e-06
19.44813,18.16398,17.58449,17.23886,16.97317,16.62336,54.25083,92.51297,127.1913,162.4512,6.375686,6.94808,6.01173,6.293134,5.537416,16.84579,58.63879,123.1251,90.79517,145.5287,3.107065,3.224201,2.810837,2.851905,2.585337,21.22768,19.33699,19.96042,18.91953,18.7145,0.3499985,0.3401801,0.3326673,0.3345566,0.3713138,STARFORMING,0.08401263,1.05e-05
18.35163,17.19369,16.60397,16.25685,15.96403,45.6397,132.5944,228.2516,314.2385,411.5159,4.530602,4.988612,4.825224,4.983691,4.827437,36.84126,109.6422,249.5904,191.3143,312.0944,2.157376,2.201062,2.030992,2.155639,2.003702,19.66838,18.24478,18.73287,17.8014,17.45837,0.7217165,0.8307435,0.7758315,0.7215191,0.7168558,STARFORMING,0.1227221,1.32e-05
21.48972,20.42409,19.69114,19.34738,19.33666,2.528053,6.765331,13.28944,18.23914,18.39223,11.30767,3.501364,3.166371,3.726716,8.151045,3.560626,6.465047,18.50636,13.55334,19.60753,2.181121,1.668136,1.708497,1.729578,1.842058,22.88572,21.26481,21.83922,21.03785,20.49486,0.3745418,0.8000304,0.6651081,0.6681347,0.6540478,STARFORMING,0.1967236,1.47e-05
20.0602,18.9994,18.40549,17.98712,17.81115,9.458527,25.1323,43.4309,63.8484,75.07519,3.125515,2.322807,2.209881,2.217996,1.96215,9.419178,22.11829,56.48143,37.63086,61.94497,1.28735,1.091596,1.027539,1.012533,0.9651622,20.92908,19.54707,19.97556,19.18411,18.84372,0.4250551,0.49866,0.4885218,0.5091645,0.5412893,STARBURST,0.115232,6.74e-06
21.01511,20.15594,19.1628,18.73982,18.29797,3.921045,8.661158,21.62047,31.91953,47.94133,5.415852,2.317744,2.485987,2.713409,2.596757,6.109636,7.461207,31.60099,21.50549,48.96717,2.102401,1.059513,1.180245,1.233473,1.259149,22.00763,20.22569,21.10026,19.81965,19.28335,0.5302894,0.7499899,0.6633101,0.720786,0.7513402,STARFORMING,0.3252963,1.4e-05
19.83857,19.20384,19.04477,18.67378,18.71003,11.60133,20.81876,24.1036,33.92164,32.79188,2.172569,2.204215,2.479302,2.552217,8.71636,10.82029,20.44871,34.71861,25.22293,34.96519,1.085996,1.09199,1.163377,1.218217,1.232594,20.46054,19.93013,19.96429,19.52999,19.57994,0.3177155,0.3001382,0.2661073,0.2821645,0.2700725,STARBURST,0.06721155,5.09e-06
20.66502,18.76175,17.89181,17.38207,17.01945,5.416313,31.28201,69.70703,111.4734,155.6712,18.01912,7.181542,6.357994,6.598383,5.620068,4.430379,33.12923,100.4023,65.01404,121.6986,2.749437,3.378454,2.746683,2.899967,2.258291,22.08611,19.84697,20.64977,19.25374,18.79144,0.05304465,0.1415481,0.1311982,0.1244369,0.1442013,STARFORMING,0.07783677,1.17e-05
17.42288,16.22931,15.63771,15.32618,15.07337,107.3609,322.3129,555.7966,740.5032,934.6532,6.355703,6.416356,6.484443,6.649165,6.431382,104.4288,313.5973,722.0035,539.7983,912.0012,3.20487,3.224222,3.243547,3.275967,3.199367,19.29034,17.67987,18.13844,17.38383,17.14707,0.6626387,0.649995,0.6672578,0.6840919,0.7104209,STARFORMING,0.03414949,8.98e-06
18.98813,18.01525,17.6007,17.28062,17.20374,25.39418,62.21544,91.14189,122.3917,131.3676,7.965652,6.353641,6.422354,6.537132,6.626296,31.004,63.31234,124.6426,87.80096,126.6805,3.563581,3.20773,3.167381,3.004169,2.957946,21.58942,20.21175,20.76101,19.93277,19.80671,0.9166092,0.8839692,0.8625082,0.9282024,0.8642259,STARFORMING,0.1396716,8.66e-06
19.31707,18.74789,18.60924,18.20484,18.3266,18.75627,31.6839,35.99981,52.24662,46.69278,2.118126,2.254656,2.234866,2.209869,2.244334,17.96291,32.70559,54.3821,37.97042,49.36719,1.068795,1.105092,1.081834,1.091725,1.106431,19.7314,19.21802,19.28753,18.78256,18.89936,0.6610755,0.5476887,0.5634716,0.5380502,0.6063376,STARBURST,0.1008592,6.09e-06
18.78683,17.5946,17.11569,16.83259,16.64364,30.56746,91.6558,142.4704,184.9117,220.0584,2.630445,2.95812,3.103298,3.065752,3.085618,25.26824,88.96282,183.7577,140.9983,214.5917,1.271946,1.489565,1.529986,1.512125,1.535882,19.76944,18.64115,18.8699,18.38757,18.08957,0.6715465,0.706013,0.6976067,0.6993214,0.6412755,STARBURST,0.03680929,7.29e-06
17.384,16.02708,15.4476,15.0884,14.87151,111.2758,388.2999,662.1572,921.8085,1125.631,17.89302,15.36211,13.05541,12.87144,12.45626,150.9706,454.5276,915.3177,656.2184,1092.471,8.059812,7.178245,5.839516,5.94073,5.644151,20.2453,18.15612,18.7927,17.75617,17.39184,0.5963206,0.6187661,0.6114628,0.627448,0.6204808,STARFORMING,0.06517056,1.1e-05
21.03907,20.96694,20.27587,21.18321,20.29096,3.83526,4.10217,7.754381,3.353275,7.577584,1.754655,1.76782,1.897162,1.630956,1.572246,3.626285,4.149332,2.948555,7.950645,6.730203,0.9041016,0.8315382,0.7843363,0.8229779,0.7597877,21.07265,20.32426,21.01591,21.23359,20.28848,0.0947697,0.4430417,0.3562284,0.9015703,0.05987724,STARBURST,0.3465669,1.24e-05
19.11363,17.20472,16.18753,15.63974,15.22929,22.62211,131.2533,334.9555,554.7589,809.6226,106.7406,14.34066,11.65511,12.21523,10.76853,41.93127,145.4823,542.4639,339.7715,734.733,9.818459,5.775184,4.761345,5.060749,4.306902,21.62391,18.50018,19.51414,17.89945,17.35354,0.0984414,0.1280838,0.1371395,0.1520529,0.1609832,STARFORMING,0.09547355,2.27e-05
20.49183,19.88506,19.35123,18.98034,18.88594,6.354137,11.11596,18.17556,25.57665,27.88157,3.969978,1.97098,1.790538,1.815957,1.558994,7.001369,10.63224,23.98676,17.95866,24.24512,1.12106,0.9870527,0.8936629,0.8669569,0.7971846,20.63586,19.56943,20.03462,19.17638,19.05987,0.09704424,0.6897901,0.998052,0.834007,0.05626772,STARBURST,0.1598125,9.76e-06
22.13378,21.66801,20.74571,20.32375,20.15347,1.387171,2.148009,5.028852,7.417252,8.618748,1.274722,1.313763,1.25686,1.335042,1.155301,1.148189,1.953771,7.063743,5.023748,6.89486,0.6116104,0.646295,0.6326382,0.6979287,0.5531682,22.17323,20.87217,21.76179,20.46889,20.22017,0.526244,0.09292447,0.2579505,0.05,0.1976162,STARBURST,0.3518289,3.76e-05
16.65416,15.73538,15.39956,15.21765,15.09678,217.9394,507.9815,692.1132,818.3494,914.7197,10.43618,10.81651,11.28117,10.91916,11.24269,216.0463,519.9113,803.7322,687.6113,867.2542,5.624236,5.748501,5.812223,5.701372,5.623753,20.26156,19.31126,19.49951,19.32243,19.13123,0.8671324,0.8617719,0.8764599,0.8629419,0.897476,STARBURST,0.008808019,6.38e-06
23.24593,21.90966,21.12207,20.9268,20.47916,0.4641083,1.717709,3.553686,4.251137,6.346729,4.502075,1.232322,1.537097,1.720851,1.261658,1.023147,1.64315,4.359132,3.492046,5.449495,2.458666,0.7546318,0.8269136,0.8554379,0.6649112,23.31261,21.34635,22.13288,21.19663,20.71346,0.05,0.09243914,0.07570482,0.7554234,0.0996318,STARFORMING,0.2110878,2.04e-05
21.33763,20.1355,19.15644,18.65375,18.38856,2.910365,8.825801,21.74768,34.55327,44.10148,2.290104,2.464487,2.523869,2.559972,2.848639,2.89284,9.52486,35.75026,22.70402,50.86237,1.039197,1.260888,1.186809,1.215993,1.35026,21.89238,20.13119,21.05407,19.6523,19.32331,0.1500469,0.620564,0.667397,0.705117,0.6006702,STARFORMING,0.2378826,1.23e-05
18.38699,17.65217,17.40896,17.19901,17.13982,44.17722,86.92249,108.7461,131.9462,139.3351,3.541467,3.371914,3.464435,3.484239,3.473902,37.8769,76.96042,116.7346,97.14036,123.3046,1.553833,1.553028,1.492298,1.562998,1.599164,19.29612,18.53312,18.69729,18.40524,18.23256,0.4412139,0.4047951,0.3661011,0.38731,0.3745098,STARBURST,0.1162561,6.51e-06
22.45574,21.61052,20.96025,20.7852,20.46926,1.022793,2.265217,4.126047,4.845301,6.406366,0.7515413,1.387438,1.283894,1.319702,1.904458,1.231695,2.000971,3.739204,3.555487,6.497713,0.6491505,0.6829447,0.5517593,0.6478407,0.647848,22.32215,21.12823,21.67513,20.95262,20.56104,0.05,0.3827257,0.4991471,0.3630762,0.05135284,STARBURST,0.3045115,1.7e-05
22.00554,21.44067,20.77914,20.40829,20.54364,1.564395,2.649905,4.876193,6.860972,5.970623,2.97007,1.279431,4.055783,1.411849,1.268675,1.906033,2.424961,5.975256,4.805854,0.9542241,0.941245,0.6969566,0.6579851,0.7060848,0.2268103,22.09933,20.92683,21.55919,20.5542,20.66526,0.05,0.09990173,0.1221967,0.2131463,0.09015042,STARBURST,0.2134648,9.63e-06
21.37117,20.64315,19.60682,19.24751,18.92935,2.821405,5.528723,14.36281,19.99683,26.78728,2.544679,3.465242,7.305019,3.748827,3.680382,0.6486255,4.862545,17.66563,13.815,25.2808,0.6875474,1.530653,1.562073,1.646324,1.734152,22.97935,21.60185,22.36578,21.09661,20.67724,0.5092594,0.9499944,0.8132439,0.8317484,0.7000031,STARFORMING,0.328932,2.38e-05
23.75553,20.29869,20.33085,19.68868,20.27057,0.2523235,7.593888,7.3713,13.31824,7.723964,0.6173961,3.855107,6.332959,2.969896,3.132743,0.03725412,5.812109,15.74378,6.544355,3.459717,0.1009943,1.724736,2.761736,2.027772,0.8817458,23.66658,21.83912,21.54205,21.33158,21.56658,0.1020159,0.299176,0.230355,0.2906282,0.1470803,STARBURST,0.05801953,7.34e-06
19.89941,18.52227,17.85703,17.42475,17.1856,10.96897,39.00232,71.97585,107.1765,133.5815,3.135506,2.972565,2.848872,2.817909,2.455813,10.25419,37.07732,100.1312,66.41293,118.9567,1.399214,1.418081,1.346539,1.346676,1.201538,20.46994,18.51725,19.17903,18.10034,17.90787,0.8657959,0.8597214,0.9111658,0.8824936,0.8176799,STARFORMING,0.1285149,7.77e-06
21.60454,20.81112,20.11958,19.79223,19.47192,2.272721,4.735842,8.955487,12.10631,16.23046,3.376846,2.073522,1.600119,1.640535,1.788402,2.859855,4.756304,11.81855,8.63415,16.3242,1.274879,0.9817607,0.8610389,0.8965646,0.9514553,21.67492,20.19325,20.89132,19.88683,19.55236,0.5511344,0.4759086,0.9997241,0.7007155,0.6015788,STARBURST,0.2706942,1.99e-05
18.91712,17.79845,17.30856,17.02187,16.75361,27.11072,75.9657,119.2827,155.3282,198.8602,9.775492,8.645762,7.977365,8.543685,7.729874,28.5393,78.12512,142.1753,118.5086,161.2247,4.440457,4.177608,3.737269,4.01475,3.29748,21.22669,19.90243,20.29167,19.51894,19.31002,0.785266,0.8562893,0.8765827,0.8446196,0.9072527,STARFORMING,0.03743929,1.53e-05
21.27579,20.49934,19.77538,19.44163,19.18034,3.08171,6.312103,12.29725,16.72235,21.24892,1.896135,1.987406,1.780443,1.96799,1.725436,2.874575,6.407071,16.12819,12.62791,18.31837,0.8860573,0.9987044,0.9132055,0.9456549,0.811359,21.52819,20.31065,20.86245,19.99041,19.61033,0.150079,0.811435,0.8193889,0.8498976,0.9553016,STARFORMING,0.3054852,1.38e-05
20.63886,20.27544,19.82465,19.77752,19.39293,5.548546,7.75826,11.75154,12.27157,17.46027,2.447671,1.660808,1.647758,1.706593,5.139909,6.309757,7.597873,12.23347,12.00718,18.50493,1.045564,0.8707842,0.7589672,0.7796604,0.865713,20.74851,19.97902,20.37533,19.94267,19.53325,0.6390201,0.4457133,0.9998876,0.9882936,0.8496695,STARBURST,0.3346365,7.64e-06
21.21651,20.45901,19.5286,19.27549,19.01848,3.255325,6.551118,15.43598,19.48796,24.6728,2.009592,2.278476,2.233971,2.433995,2.451334,1.900161,6.718266,19.58254,15.50878,23.17924,0.8401298,1.157845,1.086624,1.123217,1.052009,21.77402,20.1758,21.05462,20.00676,19.70513,0.4745885,0.752819,0.7546549,0.7581298,0.8066239,STARBURST,0.3571732,1.54e-05
17.42051,16.22742,15.62965,15.26826,14.99824,107.5963,322.8717,559.9402,781.0801,1001.621,7.010503,7.094341,6.637612,6.830386,6.485353,105.5316,297.1575,659.907,483.9329,804.8206,3.601398,3.29867,2.976218,3.074548,2.874986,19.26992,17.47208,18.13574,17.16796,16.91389,0.6206699,0.6712575,0.6572549,0.6249181,0.5797006,STARFORMING,0.0547951,8.09e-06
20.68883,19.79807,19.0524,18.704,18.41607,5.298668,12.04337,23.93484,32.99028,42.99736,2.950381,2.999613,2.693819,2.47662,2.615446,5.317079,11.39112,33.89951,23.48668,41.29313,1.381429,1.457815,1.291242,1.219568,1.245613,21.41066,20.27122,20.55076,19.92531,19.48878,0.5246598,0.941938,0.9058388,0.9051215,0.873948,STARBURST,0.2447845,7.7e-06
19.25858,18.14021,17.54406,17.19338,16.97734,19.79462,55.45145,96.02335,132.6313,161.828,3.559577,3.197573,3.021632,3.114665,2.916779,20.64516,56.32919,130.1054,93.38277,150.8469,1.721716,1.644038,1.541689,1.593786,1.476248,20.11429,18.44802,19.13995,18.17425,17.94923,0.8500935,0.9637632,0.9737843,0.9879774,0.9709156,STARFORMING,0.1119184,9.03e-06
18.61481,17.56378,17.16504,16.90059,16.73866,35.8153,94.29482,136.1388,173.6858,201.6184,4.044507,4.429317,4.367819,4.328125,4.490203,35.32526,98.06814,173.9213,136.9509,209.404,1.942473,2.087512,2.028836,2.034866,2.066261,19.8833,18.48897,18.99419,18.24574,18.27277,0.7000022,0.6942163,0.6857951,0.6977521,0.7131532,STARBURST,0.05768228,6.81e-06
18.42165,17.28485,16.736,16.37605,16.14929,42.78946,121.9155,202.1158,281.5648,346.961,3.858417,3.776782,3.896976,4.056895,3.78057,39.1953,119.5726,271.469,194.6895,321.4498,1.944922,1.957704,1.966909,2.052417,1.889077,19.80271,18.05893,18.93593,17.86989,17.86845,0.6321818,0.6499987,0.6500152,0.6496445,0.6295962,STARBURST,0.0555293,5.56e-06
17.70533,16.59422,16.18201,15.9543,15.78864,82.76859,230.3085,336.6628,415.2214,483.6631,7.140391,6.797616,6.668042,6.614427,6.444329,89.41103,239.4503,428.0349,352.1088,479.7362,3.359424,3.187914,3.140624,3.158014,3.039955,19.67343,18.40951,18.62088,18.26883,18.06187,0.2657439,0.3615885,0.3712354,0.3789621,0.3485193,STARFORMING,0.02330278,7.36e-06
19.48029,18.27476,17.90116,17.65913,17.51443,16.13813,48.98845,69.10887,86.36674,98.6738,4.489146,6.51547,5.994114,5.735002,5.991086,18.01276,56.62428,95.80082,74.43314,117.8306,2.572984,2.829343,2.644669,2.591146,2.836265,20.98452,19.62152,19.96898,19.44592,19.39,0.5113632,0.4094901,0.4324738,0.4894902,0.4915512,STARFORMING,0.0367211,7.02e-06
20.98797,19.8258,19.28118,18.93926,18.70982,4.020572,11.73962,19.38701,26.563,32.79829,2.490376,2.521998,2.183967,2.360086,2.058207,4.393679,12.02642,25.43359,19.08192,30.0679,1.246985,1.151042,1.047535,1.115716,1.000553,21.49174,20.06967,20.56456,19.78375,19.49711,0.604677,0.7173131,0.5845394,0.7083868,0.6289197,STARBURST,0.1540024,9.32e-06
