u,g,r,i,z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,redshift,redshift_err
18.48077,16.8997,16.08503,15.67837,15.3512,40.52177,173.8276,368.12,535.3653,723.6356,9.641473,9.758194,9.242052,9.383273,8.667071,33.22612,148.4406,394.5694,286.6213,476.3281,4.368685,4.823919,4.246902,4.474875,3.789564,20.88332,18.49757,19.19623,18.17426,17.66609,0.6390405,0.6844879,0.7092259,0.7393592,0.8631858,0.09559176,2.04e-05
19.4891,18.08154,17.69123,17.36952,17.31589,16.00757,58.53033,83.85116,112.7692,118.4755,5.540544,7.544986,6.963192,7.316785,7.162668,11.66656,57.7442,97.96379,80.88934,84.75628,2.699744,3.541546,3.16208,3.423342,2.601933,21.83253,20.32196,20.59902,19.79137,19.59249,0.5999277,0.6235314,0.6233963,0.6250344,0.5886365,0.06031738,1.07e-05
18.74961,17.59577,17.15771,16.88817,16.84448,31.63339,91.55712,137.061,175.6837,182.8939,6.956544,6.2332,6.275073,6.244618,5.886863,35.19594,89.20179,171.5271,131.0212,158.2948,3.565163,3.188264,3.103551,3.108552,2.792588,21.19167,19.77607,20.11171,19.6426,19.52329,0.5983828,0.5999486,0.5675997,0.5751032,0.5872127,0.07411723,8.97e-06
18.07619,16.2824,15.41487,14.93607,14.55214,58.81976,306.9296,682.4193,1060.646,1510.587,9.194395,10.14491,8.790199,9.071194,7.857492,53.53798,264.0583,833.2677,549.2014,1069.076,4.004088,4.183072,3.51597,3.670267,3.113566,20.47064,17.78012,18.59224,17.32378,16.82336,0.228073,0.2562775,0.308587,0.321525,0.331788,0.05312921,1.37e-05
20.72657,20.3517,19.75433,19.44044,19.27578,5.117392,7.231895,12.538,16.74076,19.45638,2.129944,1.837919,1.450477,1.463943,1.716732,5.476605,6.808922,14.54654,11.95997,19.08781,1.004353,0.8905453,0.7107046,0.7420354,0.8496864,20.76226,19.85887,20.41191,19.53725,19.34976,0.1682239,0.9998388,0.7068104,0.7582386,0.3191635,0.4782262,1.27e-05
18.65863,17.6315,17.22149,17.05281,16.872,34.39864,88.59315,129.2423,150.9649,178.3169,10.40323,8.871177,6.975124,8.381134,7.559482,35.73578,89.97254,129.5787,126.7686,151.2413,4.22622,4.008116,3.11566,3.825296,3.147266,20.75596,19.36295,19.78884,19.34241,19.08575,0.1195288,0.1190359,0.1383264,0.145754,0.1439578,0.02109061,8.23e-06
18.87903,17.53358,16.89506,16.52966,16.25419,28.07882,96.95467,174.5732,244.4192,315.0089,6.793985,6.695238,6.419416,6.62253,6.561393,28.10954,94.2804,229.0237,165.7959,285.9933,3.273807,3.306613,3.172511,3.271093,3.157136,21.30444,19.72319,20.17955,19.39756,18.87176,0.5804955,0.5718396,0.5867496,0.5493064,0.5512468,0.08308803,1.05e-05
19.5606,18.16466,17.5229,17.12061,16.91918,14.98724,54.21716,97.913,141.8262,170.7341,4.564427,4.622509,4.064205,3.974897,3.917604,18.39552,61.98811,153.7708,106.7216,176.0626,2.216442,2.135983,1.994077,1.930271,1.811071,20.71195,18.84257,19.36717,18.37247,18.16698,0.7108441,0.6094765,0.5748895,0.5646849,0.5715342,0.1100792,7.73e-06
18.52627,16.68892,15.93355,15.50802,15.10882,38.85861,211.0722,423.2338,626.3137,904.6335,68.29619,15.97415,14.97735,15.40806,13.8202,37.76405,202.853,566.6433,406.4766,709.2639,10.46546,7.19897,6.458234,6.981398,5.806885,21.30085,18.68174,19.28386,18.38581,17.92226,0.1000025,0.1786607,0.1903948,0.1834348,0.1896768,0.02886674,1.16e-05
17.08936,15.44889,14.64997,14.19375,13.85933,145.9676,661.3699,1380.422,2101.354,2859.367,16.00979,13.11961,12.11734,10.96273,10.91165,141.6341,597.2277,1831.915,1149.65,2367.629,5.427601,5.123581,4.854798,4.459867,4.494129,19.48074,17.06831,17.84768,16.59486,16.33428,0.4807469,0.5334885,0.5154032,0.5152776,0.5207843,0.03998935,1.15e-05
22.22718,21.46663,21.15159,20.78856,20.48686,1.270421,2.587156,3.45812,4.83031,6.30068,1.535438,1.405825,1.284627,1.390188,1.233481,1.221562,2.657358,4.546691,3.264683,5.686451,0.7188146,0.7226006,0.6487881,0.6690078,0.6740293,22.2144,21.19871,21.52599,20.87219,20.52782,0.094216,0.5158773,0.4306089,0.3499026,0.1101329,0.1322713,2.55e-05
19.04022,17.55584,16.73466,16.23424,15.90974,24.20454,94.98675,202.3658,320.8514,432.6172,11.58629,6.19899,5.553683,5.83814,5.223536,32.14172,100.4625,303.2978,196.7658,404.9027,3.490282,2.930376,2.556131,2.692831,2.479779,20.97732,18.57892,19.46995,18.14466,17.76348,0.3686467,0.3794758,0.398335,0.3981963,0.3804566,0.06973726,7.75e-06
18.45159,17.06841,16.34533,15.95129,15.70225,41.62561,148.8116,289.6477,416.3732,523.722,7.156042,7.169005,6.598627,7.101744,6.505271,49.70984,156.4569,393.6914,277.5784,447.3594,3.886008,3.656213,3.225438,3.309307,2.889044,20.76707,18.3438,19.25093,18.02369,17.67617,0.7535708,0.6862167,0.6838337,0.7093384,0.7205603,0.1018666,1.63e-05
19.3145,17.96423,17.32297,16.90627,16.61676,18.80082,65.20892,117.71,172.7795,225.5758,27.91806,8.403318,6.378867,6.889938,5.244448,20.24475,72.94181,165.2698,115.2658,193.4489,4.160233,3.717886,2.962825,3.161793,2.59708,21.29516,19.21249,19.96936,18.85648,18.53502,0.1499549,0.2057616,0.220124,0.2148824,0.2326085,0.07497337,8.58e-06
18.72082,16.9316,16.0414,15.54188,15.16204,32.48361,168.7957,383.2123,607.0821,861.3615,7.390046,7.255615,6.337193,6.681185,6.333368,32.90479,178.6188,602.5948,394.9167,822.1906,3.294595,3.432839,3.057896,3.21957,3.00593,20.93188,18.38941,19.11278,17.95399,17.41247,0.3704012,0.4028191,0.404345,0.398218,0.3555889,0.04973032,7.78e-06
19.66196,18.18051,17.4914,17.10746,16.83103,13.65119,53.43101,100.7951,143.5534,185.175,8.991882,4.585017,4.350786,4.383443,4.805545,17.93937,53.11999,138.7205,97.45326,184.183,2.636933,2.251645,2.160444,2.147985,2.265522,22.09366,19.59099,20.09528,19.21973,18.64448,0.5817819,0.5061979,0.5136667,0.5041875,0.4856101,0.09138188,1.17e-05
19.9635,18.55303,17.73215,17.24437,16.95752,10.34003,37.91272,80.7495,126.5467,164.8098,18.01868,6.067754,4.876303,5.731014,5.211243,15.68323,38.53167,120.5926,81.92706,153.2656,4.394045,2.682534,2.366969,2.583352,2.353062,22.09817,19.5916,20.25417,19.04668,18.71314,0.1616286,0.2682652,0.282774,0.3116407,0.2829041,0.1376812,1.02e-05
21.12999,20.57858,19.88562,19.59389,19.3342,3.526307,5.867694,11.10964,14.53369,18.4341,2.469469,1.591771,5.942259,1.54617,1.616472,4.095621,5.516222,14.00277,10.64462,18.66055,1.096567,0.8114112,0.754499,0.787847,0.8005398,21.17792,19.9688,20.63399,19.7056,19.43175,0.2866007,0.6669605,0.9997078,0.9999476,0.3503969,0.465039,1.38e-05
18.96118,17.72059,17.14844,16.76209,16.55469,26.03259,81.61365,138.2371,197.3159,238.8478,8.149852,6.7657,6.163245,6.324628,6.518477,29.40277,81.75285,185.2754,132.578,228.6409,3.422139,3.154063,2.871218,2.95164,2.988329,21.31503,19.55858,20.0265,19.1932,18.75071,0.2999997,0.3501134,0.3500051,0.3734437,0.3556772,0.07863969,7.82e-06
20.56427,18.661,17.45737,16.83425,16.45157,5.9436,34.32393,104.0041,184.6296,262.6436,2.890122,6.996006,6.235719,6.350041,5.922404,3.476215,29.97543,146.3172,79.78529,182.4498,1.870603,3.147666,2.857342,2.675054,2.395748,22.1228,19.43829,20.52879,18.75473,18.21986,0.1549171,0.4908246,0.5038468,0.4301636,0.5085526,0.1778613,2.43e-05
18.71405,17.11468,16.30296,15.85361,15.55538,32.68674,142.6025,301.1738,455.57,599.5803,8.253316,5.433597,5.222207,5.507573,4.874022,32.453,133.0119,430.5473,288.2811,531.6171,2.443848,2.19707,2.150408,2.202841,2.016098,19.82676,17.67425,18.40908,17.23761,16.8946,0.776634,0.5687471,0.6319623,0.5696479,0.6787207,0.06517642,1.57e-05
19.20481,18.15506,17.68792,17.43424,17.18857,20.79976,54.69834,84.10677,106.2435,133.2163,6.023597,5.606939,5.066113,5.496914,5.374364,21.57125,55.18412,84.72401,78.3958,121.0772,3.06671,2.922127,2.381568,2.720377,2.65949,21.36931,20.00805,20.20392,19.7608,19.29838,0.592163,0.8215811,0.8689613,0.8401047,0.9000112,0.09887706,1.03e-05
19.30663,18.21664,17.76213,17.43363,17.26188,18.9376,51.68229,78.55005,106.3032,124.5181,4.61588,4.114136,3.863506,3.9509,4.328058,20.8493,49.90204,97.60647,74.38917,118.546,2.417751,2.112912,2.008328,2.059734,2.118739,20.93132,19.63409,19.96751,19.29414,18.88556,0.7710393,0.8426342,0.8386305,0.800398,0.8744121,0.1114082,6.22e-06
17.60994,15.90911,15.0209,14.54955,14.19971,90.36949,432.8686,980.9357,1514.191,2089.864,18.06026,11.31033,9.895464,10.2082,9.173263,103.7614,380.59,1241.601,812.6968,1621.296,6.068995,4.606172,4.193593,4.234179,3.919425,20.27398,17.58537,18.51577,17.1325,16.77,0.4090484,0.4194107,0.4368449,0.4285909,0.4407803,0.04619161,1.02e-05
23.50268,20.60796,19.10408,18.29442,17.98265,0.3477694,5.710965,22.82208,48.10889,64.10342,0.6278686,11.3035,7.803745,11.3035,3.15495,2.04997,5.427226,52.28222,18.81561,30.66396,10.89763,2.527222,3.073815,2.076627,1.065561,24.1033,20.77725,22.21533,20.07125,19.49763,0.05,0.4408884,0.5927536,0.7294602,0.5122623,0.3816956,4.94e-05
19.54313,18.28729,17.67422,17.28378,17.0271,15.23035,48.42649,85.17486,122.0352,154.5792,4.822806,4.721024,4.953074,4.806297,4.593109,16.37741,47.47245,117.3872,80.08582,134.6562,2.654964,2.447116,2.431072,2.407273,2.22208,21.38573,19.69468,20.37687,19.33099,18.94241,0.5962095,0.5723919,0.6193705,0.6144886,0.6675102,0.1202132,9.27e-06
18.48072,17.07406,16.46054,16.06974,15.83582,40.52344,148.0391,260.4852,373.3398,463.0936,8.430526,8.275994,8.141694,8.207195,7.637822,34.86973,149.018,361.6033,262.1476,455.2632,3.44317,3.926543,3.761205,3.848254,3.83981,20.44826,18.75446,19.33923,18.30796,18.16807,0.7423549,0.7676961,0.7739123,0.782333,0.7724875,0.08038671,9.55e-06
23.40007,21.15385,21.14848,21.27192,23.0542,0.3915827,3.452748,3.468095,3.08861,-0.3120817,2.970187,3.274733,2.63599,2.807444,2.970713,0.03882525,3.272279,3.335196,3.371326,3.379377,0.508823,1.544621,1.298416,1.363527,5.254296,23.3323,21.66921,21.54831,21.91438,22.89478,0.05821031,0.6965194,0.8040417,0.5921417,0.09999749,0.2372585,5.9e-05
19.26835,18.21923,17.81257,17.43789,17.3189,19.61729,51.5592,74.98459,105.8871,118.1469,3.21408,3.127259,3.472662,3.683701,3.152058,17.64675,49.20425,103.0441,73.38903,111.1244,1.477339,1.457882,1.604587,1.739622,1.461339,19.98275,18.711,19.31815,18.4473,18.55867,0.3091366,0.3220985,0.3243653,0.3226834,0.2650136,0.08899295,8.16e-06
17.70245,16.22431,15.51102,15.15194,14.83453,82.98896,323.7982,624.5882,869.4092,1164.625,9.872182,9.456025,9.162707,9.121442,8.412173,93.32664,353.5298,935.1849,668.2529,1175.467,4.317237,4.266642,4.126807,4.161466,3.763111,20.19884,17.98766,18.7275,17.64044,17.27685,0.399493,0.3964105,0.415214,0.4109741,0.4044339,0.02122282,1.08e-05
19.77063,18.4839,17.49052,17.05834,16.70478,12.35068,40.40529,100.8768,150.1978,208.0093,6.571742,5.432353,4.915988,5.328392,4.374597,14.74014,39.9998,131.2122,94.12653,174.7342,3.207108,2.870044,2.51328,2.700361,2.414132,22.38227,19.77036,20.70024,19.23406,18.86715,0.3688267,0.399989,0.4412817,0.4483275,0.4960914,0.2561532,3.38e-05
19.01142,17.99651,17.6264,17.31816,17.22897,24.8552,63.29903,89.00973,118.2315,128.3505,3.983023,3.732765,3.845901,3.831387,3.692903,22.64359,60.82712,113.1494,85.14144,114.6987,1.828756,1.883931,1.853774,1.889989,1.738358,20.30563,18.95711,19.39324,18.75674,18.64399,0.6385406,0.6999047,0.7071264,0.7313733,0.8188025,0.09458714,5.96e-06
19.18376,17.94768,17.49876,17.27929,17.13325,21.20689,66.2103,100.1145,122.5409,140.1801,8.87948,9.097308,7.543111,8.20566,7.811012,26.10335,81.55037,127.4129,112.7517,125.7282,4.050345,4.236468,3.404926,3.766907,2.969316,21.28993,19.86983,20.04919,19.43164,19.28427,0.4322983,0.4753296,0.4853164,0.5131941,0.4227629,0.03303143,9.94e-06
18.67817,17.12383,16.41089,16.02251,15.75065,33.78511,141.4056,272.6744,389.9386,500.8845,9.722752,9.632679,8.004927,8.306541,6.320457,47.47298,161.0071,388.059,279.384,405.021,4.940215,4.348169,3.62738,3.78371,2.883451,21.06504,18.6595,19.39755,18.26353,18.03184,0.4597885,0.4359319,0.4278084,0.4256209,0.4245772,0.08088186,1.33e-05
18.65227,17.63157,17.11711,16.79242,16.64822,34.60085,88.58775,142.2834,191.8804,219.1332,3.983902,3.822986,3.972085,3.967077,25.06435,33.54979,85.70326,183.7514,138.0298,213.6429,2.04209,1.947987,1.969403,1.990562,1.974372,19.88158,18.35154,19.00366,18.0674,18.01948,0.7085374,0.7925611,0.8112379,0.8001183,0.8051025,0.07967702,7.33e-06
20.60925,19.55906,18.45829,17.8129,17.36477,5.70212,15.00927,41.36949,74.96161,113.2593,0.06193035,5.269593,5.686049,6.446066,7.319877,6.951477,13.4439,75.09969,38.101,98.94004,3.572693,2.348953,2.642032,2.50534,2.235616,22.72215,20.47986,21.56744,19.76267,19.11813,0.1500452,0.2000014,0.2419,0.2216442,0.2084266,0.1097804,2.37e-05
21.14809,19.67941,18.84675,18.3918,18.24006,3.467828,13.43433,28.92631,43.98169,50.56904,7.360878,3.9525,3.648185,4.034104,3.708352,4.108556,12.39078,39.71571,26.42744,50.79727,2.238712,1.91696,1.801673,1.857236,1.96001,22.37568,20.30161,21.10649,19.85122,19.66847,0.65137,0.7290593,0.6560135,0.6637805,0.7758471,0.2450642,1.27e-05
20.33147,24.65861,24.83162,24.72878,22.63502,7.366412,0.07780125,-0.006536939,-0.1240033,0.262947,1.377433,2.970052,2.970128,2.97039,2.969953,1.338337,1.83e-05,3.96e-05,2.44e-05,0.000162042,0.6720528,3.924162,3.924261,3.924608,3.924031,21.82315,24.80171,25.11432,24.36161,22.82689,0.1052138,0.9590105,0.310647,0.531826,0.4389485,0.01193792,4.82e-06
20.02998,18.16355,17.25652,16.73108,16.29102,9.725602,54.27239,125.1383,203.0325,304.5012,43.76704,11.06883,10.31647,11.45665,9.109374,24.41663,57.04245,190.9927,125.0835,249.3209,11.29809,5.340392,4.69215,5.037611,4.013959,22.19338,19.77266,20.64736,19.19358,18.62437,0.3029785,0.1817947,0.1920653,0.1876011,0.1822374,0.09129374,1.7e-05
18.42798,17.14339,16.70943,16.4632,16.28843,42.54055,138.8813,207.1227,259.8489,305.2299,7.467679,7.746356,7.016229,7.632444,6.726949,39.88474,145.1505,253.5064,211.5106,257.5468,3.482804,3.961685,3.553808,3.783473,3.208737,21.03907,19.67909,19.84918,19.42003,18.91567,0.6948628,0.7737178,0.7778768,0.7706026,0.7538006,0.06372201,8.47e-06
17.27582,16.0945,15.55101,15.18858,14.98492,122.9334,364.9206,601.9999,840.5574,1013.982,34.21239,3.686056,3.650401,3.700629,3.693387,110.0211,325.8885,729.9178,529.6341,856.5617,1.798641,1.807618,1.756433,1.776471,1.712636,18.77781,17.03554,17.49705,16.68505,16.50529,0.9301134,0.9904062,0.9763417,0.9591229,0.9681197,0.05896773,9.41e-06
21.74778,21.69698,20.8625,20.57547,20.23231,1.989541,2.091248,4.515353,5.880384,8.005946,2.390499,1.677427,1.494905,1.401935,1.817465,2.263783,1.840748,5.595847,4.147475,8.370772,1.132776,0.8368917,0.6868114,0.6930368,0.8702226,21.73225,20.92573,21.69981,20.64385,20.28284,0.05,0.1745079,0.4998778,0.3744605,0.6415549,0.4320562,1.59e-05
19.4676,18.36719,17.71561,17.36884,17.14714,16.32786,44.99086,81.98866,112.8397,138.3984,9.979407,5.696816,5.76073,5.91782,15.49305,19.32773,41.18015,105.3647,77.31437,131.823,3.306804,2.771518,2.774257,2.813064,2.820533,21.79703,20.01705,20.73809,19.61846,19.47926,0.8376657,0.7332553,0.7066457,0.7170033,0.7026962,0.1412492,1.08e-05
18.50829,16.93741,16.1759,15.78475,15.46647,39.50731,167.8942,338.5632,485.4012,650.7457,8.127138,8.312247,6.616887,6.973609,6.682909,38.72972,147.6479,356.8989,266.2398,475.5607,3.637807,3.575673,2.79764,3.057304,2.83596,20.68469,18.23771,19.03035,17.85446,17.50891,0.4620436,0.4870358,0.473137,0.4709736,0.465004,0.0744736,1.41e-05
18.35387,17.28193,16.72141,16.60957,16.40716,45.54594,122.2437,204.8494,227.0766,273.6102,9.137878,6.855046,6.394643,7.825427,6.110163,53.1493,126.7463,206.5856,205.519,248.7317,4.242579,3.668308,3.056318,3.600837,3.102108,20.35049,18.55417,19.31605,18.50933,18.31994,0.902469,0.8615222,0.8549196,0.8811308,0.8900077,0.07088193,7.48e-06
20.35733,19.16144,18.7103,18.35611,18.19568,7.192907,21.64792,32.79993,45.45145,52.67953,3.108365,3.842077,3.317001,3.451347,3.146165,6.5209,21.18906,41.2536,30.91938,33.52349,1.619959,1.663255,1.502271,1.563159,1.134489,21.65481,20.48391,20.59934,20.15207,19.68578,0.1108291,0.1690161,0.1765057,0.1667883,0.1394835,0.104724,8.26e-06
19.54906,18.49121,18.05173,17.76769,17.5671,15.14746,40.13408,60.1596,78.14851,94.00133,6.171822,6.322054,6.185748,7.222436,4.872938,10.50522,26.64577,50.12241,40.73439,50.34488,3.008671,2.907293,2.832095,3.049927,2.248443,21.96586,20.83909,21.06861,20.5843,20.0185,0.7710085,0.7079504,0.6187825,0.6973837,0.5134779,0.05325367,1.27e-05
23.90797,21.70298,21.33709,20.88019,20.78826,0.2017218,2.079678,2.913594,4.438237,4.725141,2.970265,1.555545,1.841652,1.647854,1.028162,0.06601158,1.67964,4.082016,2.44756,2.10363,0.2030801,0.8353654,0.9877647,0.8918598,0.4907722,23.79775,21.40044,21.75697,20.95694,20.82037,0.07658894,0.124115,0.09448005,0.09404217,0.05,0.2152758,2.36e-05
19.10332,17.83847,17.43527,17.17211,17.15959,22.83787,73.21655,106.1431,135.2562,136.8209,7.499012,7.783718,6.764929,7.068882,6.055532,22.52159,73.02537,126.5872,99.32997,102.4271,3.455934,3.719987,3.412159,3.499535,2.730057,21.38962,19.74307,20.18094,19.49287,19.39135,0.3526349,0.426992,0.4341553,0.4455,0.3783459,0.06747913,9.77e-06
18.49883,18.24867,18.41159,17.66061,18.35087,39.85327,50.1798,43.18791,86.24864,45.66025,1.216608,1.287216,1.1719,1.34913,1.90465,37.81578,47.87973,80.8257,41.75108,49.8121,0.6113567,0.6618623,0.5765668,0.6638668,0.7646186,18.63082,18.71105,18.44507,17.96977,18.67879,0.9998719,0.9643057,0.5773361,0.7678084,0.5538839,0.09425153,1.58e-05
17.03369,16.02991,15.62721,15.45138,15.30439,153.6467,387.2898,561.1995,659.8537,755.5151,6.450563,7.295338,8.434498,8.083287,8.942262,150.1436,389.5058,693.3917,577.4246,809.4736,3.327728,3.530123,3.905658,3.783342,3.970503,19.26251,18.03979,18.36908,17.95607,17.87149,0.4775018,0.4770612,0.4776673,0.4859135,0.4837034,0.01881749,6.87e-06
17.10528,15.87114,15.40144,15.11497,14.93614,143.842,448.2728,690.9109,899.5197,1060.578,9.571413,9.872125,9.847654,9.581297,9.063042,148.68,461.38,920.0808,696.6528,978.641,4.700834,4.765865,4.567206,4.548051,4.039358,20.02128,18.12487,18.79278,17.8809,17.67473,0.7844216,0.8721433,0.8811282,0.8737633,0.9073986,0.03806753,8.95e-06
19.14255,17.96183,17.6209,17.37045,17.34114,22.02728,65.35319,89.46231,112.6728,115.7508,7.041992,6.946616,7.166985,7.075254,8.387219,26.47074,68.35082,115.0378,89.14555,127.9033,3.782974,3.478913,3.372044,3.312333,3.710968,22.00189,20.43723,20.6792,20.24251,19.84479,0.782854,0.9386409,0.9216213,0.8878665,0.6328545,0.03958534,1.7e-05
19.76731,18.13938,17.19541,16.70749,16.49898,12.38857,55.49408,132.3843,207.4921,251.4222,10.66418,7.418809,6.32025,6.163184,4.543656,17.24478,44.76661,134.0711,92.38518,134.7866,4.478836,3.273068,2.597127,2.817137,2.106109,23.20888,19.89764,20.97149,19.51626,19.13685,0.6663108,0.5921729,0.5755568,0.6111498,0.6426955,0.1728782,4.64e-05
18.04384,16.48441,15.6939,15.22991,14.82846,60.59839,254.8213,527.7649,809.1639,1171.154,22.85936,15.72354,16.07833,15.96273,13.20116,79.14029,260.8394,797.3228,528.4371,888.9409,9.451263,7.372606,6.992013,7.028585,5.296159,20.9544,18.75758,19.51621,18.29699,17.72466,0.1849075,0.2000012,0.1855606,0.2035439,0.1942583,0.04802097,1.29e-05
21.43466,20.32677,19.76344,19.32162,19.1725,2.66035,7.399962,12.43316,18.67722,21.40332,3.466255,1.80886,1.778629,1.937821,8.455854,3.601949,7.573417,17.90757,11.96966,22.31006,1.307153,0.9749815,0.8720723,0.9202121,0.8760455,21.54178,19.86488,20.42198,19.44037,19.32757,0.1928279,0.9997104,0.8415439,0.4514322,0.4929573,0.1084979,1.12e-05
19.45231,18.26839,17.67451,17.30686,17.1327,16.55935,49.27679,85.15178,119.4695,140.2514,4.290732,4.342368,4.249712,4.38205,4.185828,14.97907,46.70912,112.6441,80.46283,123.3039,2.015846,2.172122,2.097742,2.104461,1.917306,20.4387,18.89299,19.38321,18.58276,18.54139,0.5333164,0.5884199,0.5761939,0.5900309,0.5412787,0.0940584,9.26e-06
16.92942,15.3567,14.61921,14.20865,13.92815,169.1337,719.9825,1420.094,2072.713,2683.747,14.82236,16.70742,15.31367,15.76267,14.37833,152.0169,730.1752,1792.555,1310.111,2229.837,7.594656,8.406447,6.990384,7.390014,6.472758,19.09907,16.97126,17.65886,16.47538,16.19882,0.6130512,0.5656267,0.5716091,0.5617033,0.5543541,0.03962951,8.86e-06
19.48733,17.97132,17.23087,16.82251,16.53052,16.03381,64.78478,128.1307,186.6356,244.2233,9.112408,4.065111,3.8193,3.911478,43.78473,19.23865,69.37955,194.1875,134.3414,247.7451,2.146715,1.958899,1.817629,1.89431,1.770964,20.57637,18.25842,19.05855,17.97657,17.70894,0.6570607,0.5919107,0.5922472,0.58187,0.5913939,0.0838203,9.71e-06
19.89707,18.15568,17.24932,16.78545,16.4385,10.99264,54.66721,125.9711,193.116,265.8262,3.905646,3.106338,3.150183,3.085351,2.919323,13.57119,57.60583,198.4469,131.9567,268.5652,1.858405,1.463601,1.481353,1.43642,1.375736,20.70162,18.14626,19.06507,17.58213,17.28443,0.4930373,0.5831247,0.6118019,0.5794019,0.5841249,0.07947194,1.43e-05
18.41555,17.04646,16.33818,15.92325,15.6331,43.03045,151.8498,291.5605,427.2666,558.16,7.128005,6.602987,6.409249,6.572524,6.54502,43.37051,154.0176,412.671,286.9911,528.363,3.350588,3.258197,3.05918,3.115858,3.048004,20.29247,18.34684,19.26021,17.9764,17.36866,0.661181,0.6440395,0.6629543,0.6608382,0.6681957,0.08995378,1.16e-05
18.30866,16.73951,16.02987,15.61755,15.37217,47.4825,201.4625,387.303,566.2145,709.7948,8.361977,7.680753,7.03831,7.470431,5.846656,42.71253,172.5667,464.9559,324.5629,536.3839,3.557693,3.440878,3.189147,3.285106,2.824857,20.28982,18.06019,18.67446,17.6734,17.44842,0.4879146,0.5212646,0.5753459,0.5778735,0.6582475,0.06150559,8.31e-06
18.7307,17.88931,17.37699,17.0014,16.80116,32.1892,69.86765,111.9965,158.2844,190.3405,1.91483,1.877229,1.668672,1.709719,1.82396,30.24809,65.65136,149.6299,107.2417,176.82,0.9034929,0.8688734,0.8033893,0.8416712,0.8235351,19.06143,17.8263,18.25479,17.45875,17.30028,0.7075711,0.891766,0.935014,0.8222187,0.9906606,0.2257973,1.58e-05
