u,g,r,i,z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,redshift,redshift_err
20.10358,18.69454,17.72464,17.21403,16.8416,9.087897,33.27982,81.31018,130.1329,183.3803,2.96955,5.230175,5.149026,5.480831,5.207633,8.110674,28.25952,103.0888,66.00934,143.2665,2.516553,2.428204,2.225659,2.268854,2.323431,21.38573,19.22497,20.21832,18.70634,18.33026,0.4067605,0.7508485,0.7611098,0.782087,0.736207,0.1708476,2.16e-05
19.39519,18.22845,17.63251,17.18847,16.96366,17.45399,51.12342,88.51014,133.233,163.8798,2.120147,2.190338,2.105729,2.141797,2.05034,18.42712,52.38049,136.3729,90.6683,161.6706,1.130797,1.088731,1.054829,1.060914,1.023269,19.97076,18.17462,18.77697,17.72772,17.51926,0.6806981,0.7668797,0.7783023,0.7861845,0.7861339,0.1067503,6.1e-06
17.07504,15.85183,15.38992,15.10498,14.97623,147.9057,456.3185,698.2836,907.8401,1022.136,12.24297,15.05396,13.87564,13.83883,12.12291,92.2569,350.5939,634.1855,500.03,583.714,4.919904,6.484239,5.818808,5.931658,4.506889,19.84887,18.46104,19.0027,18.17553,18.0331,0.4188434,0.419293,0.4237188,0.4486273,0.4859284,0.02593923,8.73e-06
21.26806,20.81718,21.00738,21.31116,22.12672,3.103798,4.709431,3.950449,2.978218,1.022012,1.399799,1.406038,1.326843,1.321837,0.8655534,2.405138,3.849334,2.509606,3.432169,0.6210525,0.7472854,0.7435769,0.6962724,0.690316,0.4966617,21.36813,21.24102,20.96163,21.54568,22.16658,0.1000855,0.5427753,0.7999238,0.7256326,0.05037542,0.01865475,5.85e-06
20.75214,19.67664,18.99312,18.57052,18.28958,4.998067,13.46865,25.27791,37.30621,48.31315,2.754335,2.274019,2.474668,2.483023,2.423844,5.511346,12.12012,38.53928,26.22742,48.97976,1.339759,1.084398,1.201811,1.211739,1.198234,21.73233,20.30745,20.73906,19.91784,19.52971,0.5199808,0.9998127,0.9081411,0.9833777,0.8515688,0.1707547,1.17e-05
19.89649,18.21897,17.28319,16.75408,16.34983,10.99855,51.57184,122.1027,198.7771,288.4462,5.534985,7.180214,6.690294,6.915751,7.017536,12.29111,55.20931,196.3444,124.1176,305.807,3.250579,3.159349,2.830453,2.943405,3.109007,21.41634,18.83957,19.99556,18.32471,17.91931,0.2364889,0.2598118,0.2561226,0.2641574,0.2582991,0.05462063,1.66e-05
19.11074,17.91731,17.44733,17.17569,16.97307,22.68226,68.08871,104.9705,134.8102,162.4665,8.540348,7.481026,6.811992,7.566708,6.064251,27.67636,67.93845,132.8739,108.475,170.3512,3.759159,3.124766,2.91376,3.182141,3.025073,20.98201,19.62199,19.82078,19.31182,18.8975,0.1639283,0.149013,0.1649544,0.1747343,0.2156647,0.03729718,7.09e-06
19.83054,18.6462,17.76456,17.3406,17.04396,11.68755,34.79491,78.37481,115.8137,152.197,5.132715,4.745629,4.45999,4.479594,4.193112,13.87838,35.70604,117.1696,80.15648,142.3836,2.426471,2.178507,2.072708,2.131659,1.919157,21.54104,19.61905,20.33547,19.21341,18.80914,0.7280668,0.8275465,0.8008406,0.8191321,0.8506653,0.2096707,1.28e-05
19.42973,18.26683,17.70476,17.41274,17.19176,16.90748,49.34773,82.81232,108.368,132.8254,27.91957,6.10246,5.696225,6.018048,5.825412,23.87026,50.31438,100.6771,80.32574,131.0649,3.846382,3.035218,2.773463,2.869842,2.868171,21.51356,19.55998,20.22041,19.38491,19.23581,0.6332912,0.6187673,0.6289479,0.641133,0.6471883,0.0636445,1.57e-05
18.41195,17.45545,17.02131,16.63728,16.47447,43.17346,104.1882,155.4084,221.3545,257.1622,3.645677,3.896705,3.908737,4.041739,17.00624,42.02652,105.9631,219.7902,157.6467,258.7158,1.638641,1.790998,1.855178,1.860621,1.87483,19.3504,18.34756,18.61803,17.8287,17.78861,0.3651045,0.309929,0.294452,0.3116353,0.2969655,0.05975869,6.66e-06
21.47779,21.41134,20.94778,20.81894,21.03309,2.55615,2.72264,4.173766,4.696634,3.719776,4.844213,1.847879,1.500276,1.660382,1.40158,2.746107,2.734521,4.550539,4.313776,3.025025,0.9414888,0.9818693,0.7667323,0.8048289,0.7990691,21.54793,21.07877,21.49944,20.96688,21.07759,0.0941636,0.6393987,0.5533633,0.06529204,0.1193769,0.5014263,1.25e-05
20.1371,18.70572,17.65001,17.15087,16.83432,8.811545,32.93901,87.09541,137.9278,184.6134,6.280582,5.802921,5.381167,5.927083,5.275186,11.50156,34.96219,124.1213,88.01272,158.2262,3.189938,2.983972,2.509833,2.830853,2.369931,22.27536,19.68859,20.93095,19.13578,18.74172,0.6351491,0.8699186,0.8572378,0.8036686,0.793563,0.2200094,2.53e-05
19.30584,17.74873,16.87515,16.41825,16.03822,18.95132,79.5256,177.8025,270.8315,384.3364,6.570787,6.373073,5.704386,6.045818,6.324172,21.12768,93.84241,296.3936,200.7643,433.8171,2.656701,2.922271,2.688938,2.768401,2.795358,20.73785,18.58529,19.47499,18.13549,17.78735,0.3616681,0.3266068,0.3325112,0.3200953,0.3126209,0.09505691,1.35e-05
22.01981,21.65956,21.02191,20.89904,20.61886,1.543646,2.164853,3.897846,4.361602,5.558462,0.9550112,1.366127,1.439105,1.225011,2.019942,1.466606,2.204609,4.596766,3.685739,7.307492,0.5703921,0.6699318,0.5884637,0.5970315,0.8493164,21.98761,21.14371,21.76171,21.02176,20.71333,0.1052729,0.9731616,0.722156,0.6651912,0.05264066,0.2760461,1.87e-05
19.83115,18.49223,17.72523,17.30342,17.04598,11.68097,40.09655,81.26575,119.8482,151.9145,5.831795,2.569065,2.453886,2.581188,9.797022,10.75449,38.20018,110.039,76.33032,140.563,1.173048,1.210045,1.117924,1.188368,1.113091,20.60571,18.53096,19.31054,18.16304,17.93848,0.6295068,0.8376963,0.8408066,0.791564,0.892795,0.124965,1.11e-05
19.77758,18.43298,17.78421,17.36268,17.09987,12.27187,42.34534,76.96901,113.4823,144.5574,6.41244,5.072908,4.597678,4.977281,4.349284,14.79574,42.99677,105.4266,74.4202,129.822,2.821792,2.462916,2.223576,2.340659,2.24555,21.75819,20.0118,20.62095,19.57086,19.12667,0.3559475,0.398559,0.3631248,0.3760013,0.3513369,0.1282206,9.04e-06
18.60312,17.48812,17.1482,16.80798,16.69599,36.2032,101.1,138.2672,189.1507,209.6996,4.671562,4.413796,4.030739,4.080097,19.02701,38.61145,98.93725,179.2899,134.5376,198.065,2.259441,2.156727,1.934707,1.965204,1.953361,20.07861,18.60433,18.81359,18.14735,18.00026,0.4043639,0.4293295,0.4233006,0.4405054,0.4022279,0.07477557,6.44e-06
18.52548,17.42905,16.91192,16.57451,16.33821,38.88676,106.7532,171.8819,234.5287,291.5488,5.994219,6.121187,5.817023,6.331454,5.655903,38.81386,106.7997,210.575,165.093,245.7999,3.161569,3.22292,2.849495,3.097657,2.723209,20.7296,18.99734,19.6035,18.68675,18.39263,0.8615103,0.9159731,0.9059234,0.8567541,0.9265772,0.0943712,6.88e-06
19.41667,18.20173,17.54325,17.14161,16.92884,17.11208,52.39726,96.09458,139.1084,169.2215,2.844666,2.82191,2.857189,2.913223,2.765373,16.88263,52.03654,136.3951,93.35981,159.3665,1.470443,1.466887,1.401547,1.412758,1.369587,20.26374,18.6743,19.15963,18.3013,17.91978,0.6487843,0.7444084,0.6816089,0.6911817,0.6714413,0.09790229,5.97e-06
19.56144,18.33766,17.68966,17.26392,16.99642,14.97569,46.23122,83.97238,124.2882,159.0096,10.29216,3.323496,3.08223,3.269873,3.255394,16.7378,46.7103,122.3875,84.23254,157.7302,1.795463,1.589218,1.487969,1.556973,1.535237,20.88079,18.94721,19.60326,18.55043,18.2605,0.3825684,0.4690465,0.4745366,0.4854538,0.407162,0.09590657,5.86e-06
22.98642,21.19214,19.74154,19.16084,18.60916,0.6082225,3.332952,12.68666,21.65882,35.98773,2.970486,2.625172,2.774837,2.835864,8.493947,0.4383628,3.452307,20.86512,12.76936,36.54713,1.006228,1.334035,1.250857,1.324898,1.287389,23.14625,20.29643,21.74763,19.70442,19.25698,0.05,0.3160357,0.3077672,0.3909996,0.3081125,0.3293913,6.42e-05
17.89284,16.53251,15.86236,15.50169,15.27152,69.64045,243.7781,451.9155,629.9779,778.7396,8.630912,7.930895,7.379743,7.555883,7.430573,57.37453,183.0946,445.5919,325.8603,535.912,3.827574,3.54926,3.329446,3.378726,3.183525,20.1997,18.31834,18.84259,17.91455,17.60276,0.4651261,0.5446467,0.5337443,0.5757385,0.6005453,0.04930139,1.63e-05
19.61089,18.3114,17.62349,17.20762,16.97802,14.30884,47.36311,89.24895,130.9037,161.7274,3.442315,3.618364,3.592036,3.792425,3.318378,13.17221,44.50028,125.1426,82.80077,146.4476,1.741404,1.850655,1.804631,1.866164,1.665955,20.87799,18.75192,19.55379,18.56785,18.39693,0.6554726,0.7960365,0.7791483,0.7737398,0.7084264,0.068248,8.37e-06
23.13502,21.92238,21.41578,20.77303,20.36475,0.5219982,1.697595,2.709186,4.900072,7.070003,1.397487,1.713862,1.468075,1.586632,1.151056,0.495326,1.67558,4.253772,2.530049,5.020488,0.8526029,0.9958671,0.7103896,0.7803646,0.4931923,23.22964,21.58485,22.08742,20.93341,20.46065,0.05,0.4370151,0.643615,0.4190861,0.111371,0.000879061,2.62e-05
19.71366,18.34069,17.65356,17.2699,16.97774,13.01622,46.10228,86.81129,123.6055,161.7695,8.192488,7.835991,6.566604,7.1993,6.138071,16.74139,48.03691,110.7086,86.3926,143.4327,4.218122,3.514499,2.896487,3.277694,2.792997,22.10531,19.80661,20.42191,19.43975,19.10389,0.1864788,0.211712,0.2149057,0.2000012,0.2176413,0.07773068,1.47e-05
18.84005,17.49808,16.79147,16.39415,16.14855,29.10509,100.1769,192.0486,276.9116,347.1996,5.757988,6.030378,5.945001,5.739438,6.22366,27.56771,93.53005,251.411,173.4807,322.9694,2.771175,2.698769,2.570936,2.556675,2.69968,20.15702,18.30073,18.93838,17.94001,17.66274,0.4812684,0.5638443,0.5389105,0.5121766,0.5415212,0.06503107,1.15e-05
19.7191,17.8544,16.86724,16.3165,15.87208,12.95124,72.15055,179.1034,297.441,447.8864,6.567247,8.122833,6.766725,7.467794,5.905975,10.80643,63.30058,232.2509,147.8384,338.8448,2.916747,3.3735,2.746895,2.960292,2.74351,21.5672,18.96395,19.66733,18.44215,17.76511,0.5627192,0.5227225,0.4608004,0.46369,0.4255702,0.09570773,1.2e-05
18.10584,16.96109,16.45959,16.13028,15.96084,57.23499,164.2717,260.7147,353.0926,412.7274,7.894166,7.58306,8.44165,8.165725,8.393232,55.54717,154.2332,363.3348,268.9588,399.9189,3.522585,3.533859,3.895447,3.843037,3.698677,20.22058,18.8962,19.18454,18.66925,18.40172,0.7300642,0.770314,0.7790754,0.7755034,0.7638255,0.05583031,1.03e-05
17.44108,16.23854,15.61616,15.20232,14.98202,105.5762,319.5828,566.9402,829.9849,1016.697,10.47829,10.18871,9.849939,10.40238,9.567885,128.2448,365.536,877.6987,631.6624,1006.357,4.934571,4.875024,4.740568,4.948017,4.516642,19.90709,18.09222,18.72013,17.51581,17.35929,0.8426736,0.7872215,0.8178843,0.845461,0.9195457,0.06046303,5.18e-06
19.21322,17.67577,16.98309,16.67203,16.38167,20.63919,85.05366,160.9764,214.3816,280.1105,5.84959,4.886957,5.447793,5.015801,5.0073,17.02157,73.86997,186.327,139.1381,231.831,2.315737,2.240255,2.431696,2.28154,2.158313,20.16798,18.14424,18.81806,17.76647,17.53071,0.3249492,0.3724904,0.3618821,0.3911773,0.4124749,0.03490803,1.2e-05
21.63025,20.83337,20.23817,20.01966,19.58239,2.21913,4.639687,8.02849,9.81723,14.65352,0.9706947,1.326761,1.632337,1.557205,1.323925,1.925195,4.210381,10.31606,7.790983,13.70122,0.632428,0.6713182,0.842253,0.7748552,0.7025855,21.57893,20.454,21.06108,20.25539,19.87504,0.2254957,0.9309223,0.9995137,0.5661587,0.6999125,0.2409112,1.67e-05
19.55485,18.13595,17.37971,16.94046,16.58854,15.06691,55.66954,111.716,167.4236,231.5153,6.383382,5.836955,5.426197,5.532266,5.828046,14.62133,45.61122,114.599,79.86562,168.3136,2.906445,2.935369,2.471435,2.571425,2.727665,21.90179,19.70542,20.45338,19.20334,18.80803,0.5903791,0.4844953,0.4715715,0.4700864,0.5090426,0.1407189,1.03e-05
18.78975,17.23687,16.52165,16.1301,15.88237,30.4852,127.4246,246.2291,353.152,443.6621,3.574596,3.091627,2.9804,3.001017,2.980739,29.77718,119.9836,330.3787,233.1798,415.2646,1.538182,1.436231,1.384647,1.422273,1.386877,19.46208,17.24651,17.98691,16.88913,16.63306,0.8733951,0.9281716,0.9277797,0.9974838,0.9715574,0.06596458,1.29e-05
18.83794,17.43033,16.65208,16.23859,15.97312,29.16168,106.6273,218.3581,319.5685,408.0836,5.029199,5.221267,5.092948,5.34192,5.409791,27.44511,102.918,309.0481,214.186,399.5715,1.963593,2.055249,1.981114,2.056953,2.070526,19.91325,17.99249,18.60656,17.59163,17.2749,0.7295849,0.8633388,0.81217,0.8251628,0.8392004,0.08048731,1.01e-05
18.33148,17.02513,16.421,16.07654,15.82826,46.49459,154.8637,270.1472,371.0072,466.3334,6.745463,6.359449,6.697457,6.694794,6.479877,50.13586,159.8929,391.7613,287.3546,472.8716,3.341366,3.053897,3.166827,3.175096,3.038558,20.06086,18.29398,18.92843,17.96754,17.65626,0.5087321,0.5299473,0.5414159,0.5280121,0.5146511,0.04296209,8.84e-06
16.40616,15.32053,14.8792,14.65782,14.4903,273.8643,744.3672,1117.689,1370.472,1599.108,13.22482,11.80356,12.84197,12.20907,11.45831,230.5044,613.2479,1197.134,951.2723,1370.49,5.244387,4.795454,5.161067,5.010105,5.011569,18.45793,17.30625,17.71429,17.19337,16.95018,0.6825984,0.7059158,0.7223096,0.7164474,0.7266733,0.02454533,7.3e-06
19.27256,18.04411,17.54744,17.25089,17.06211,19.54133,60.58344,95.7243,125.7889,149.6729,3.516403,2.990401,3.160959,3.256699,3.193801,17.75997,54.08814,115.6006,88.12329,135.4378,1.583886,1.463244,1.467305,1.512736,1.465836,19.97994,18.38192,18.85775,18.19283,17.9908,0.696282,0.7111023,0.7201999,0.7373875,0.7135843,0.03236363,5.74e-06
22.17338,21.8778,20.81302,20.0267,19.85156,1.336469,1.769128,4.726186,9.753752,11.41732,1.655638,2.190619,4.275609,3.285404,7.360842,4.372897,2.179602,14.36724,5.130008,14.78223,4.206115,1.455218,1.790047,1.248813,1.449338,22.42305,21.36372,22.41076,20.71529,20.44339,0.2636284,0.1999965,0.7808669,0.4803086,0.4510875,0.4914891,6.86e-05
18.64865,17.79513,17.41454,17.04835,16.96466,34.71627,76.19894,108.1892,151.5864,163.7296,2.911082,3.58684,3.759081,3.989386,3.991691,27.18467,63.80985,125.734,93.17351,143.2327,1.464267,1.576217,1.59705,1.72523,1.7622,19.82631,18.83065,19.18777,18.5127,18.41962,0.4696122,0.4864476,0.476046,0.4792621,0.427623,0.1035536,6.89e-06
20.3836,18.72308,17.96563,17.53307,17.30882,7.020782,32.41654,65.1249,96.99991,119.2492,2.768905,3.655239,3.519308,3.583235,3.207592,4.628181,33.55289,100.8725,69.82718,113.9325,1.014132,1.686216,1.633721,1.672268,1.501492,20.97162,19.08577,19.59188,18.5181,18.21977,0.9996424,0.4806481,0.4650095,0.4719611,0.4240154,0.07733734,1.51e-05
21.77988,20.32636,19.80938,19.15611,18.79296,1.930999,7.40271,11.91806,21.75339,30.37793,27.91887,4.367197,3.835459,3.798939,3.663033,4.960794,7.238175,20.87751,10.72206,18.12322,5.498451,1.976087,1.846977,1.622724,1.090846,22.66919,21.03941,21.38753,20.25305,19.81908,0.664605,0.1293136,0.1826227,0.2371015,0.3379339,0.1329789,1.52e-05
22.58133,22.32073,21.2191,20.62269,20.43501,0.9067045,1.172665,3.249152,5.629655,6.617012,1.078423,1.991053,1.707163,1.553342,2.380393,0.485824,1.004025,5.031273,3.047104,6.367248,0.4398452,0.8920702,0.7715588,0.7590019,1.123893,22.46147,21.35723,22.42202,20.72875,20.49506,0.05,0.06801162,0.449766,0.214472,0.05,0.4826064,3.36e-05
20.72329,19.07318,18.78935,17.87016,17.59736,5.132876,23.48135,30.49671,71.11044,91.41675,3.686674,4.29135,4.617145,4.153941,4.713284,3.759398,21.94141,65.41435,26.31833,77.87238,1.571085,2.031438,1.968038,1.898604,1.788816,21.96403,20.04981,20.43571,19.19398,18.87465,0.2447385,0.3187394,0.3393657,0.3732705,0.4413577,0.1513303,1.43e-05
19.39846,18.30474,17.71361,17.37284,17.16534,17.40151,47.65449,82.1403,112.4248,136.098,5.214503,4.825484,4.586522,5.111522,5.235744,18.276,44.4776,98.68537,75.24155,138.5503,2.769482,2.544108,2.376457,2.472556,2.707121,21.89408,20.33775,20.80005,20.0118,19.80854,0.7998483,0.9237711,0.9363691,0.9574992,0.9045886,0.1165461,1.33e-05
22.04891,21.99676,20.98683,20.62665,19.84029,1.502145,1.584529,4.026085,5.609127,11.53744,3.165077,1.369639,1.413255,1.399689,1.484838,1.85626,1.297619,4.943153,3.505062,9.869848,1.295473,0.7462243,0.7539474,0.7425353,0.7638354,22.18405,21.23356,22.16179,20.88026,20.06942,0.09982748,0.05445597,0.8036219,0.8384064,0.2106098,0.2918991,4.17e-05
19.46631,18.0255,17.22841,16.81871,16.519,16.34716,61.63084,128.4205,187.2905,246.8288,27.9278,5.24847,3.505675,4.00976,3.414261,18.27061,60.92467,178.0462,123.4914,236.1331,2.434346,1.891212,1.788258,1.84231,1.829867,20.42314,18.29239,19.05581,17.92982,17.64317,0.5372715,0.6623163,0.6672787,0.6599339,0.7610928,0.0882711,1.15e-05
19.19759,18.01662,17.40029,17.01455,16.8167,20.93839,62.13687,109.6183,156.3797,187.6353,18.02253,7.866754,6.386947,6.981383,6.839187,26.00186,75.89067,155.2673,116.1631,183.4782,3.588279,3.536509,2.73438,2.93437,2.662247,20.93358,19.20555,19.93338,18.8036,18.61878,0.3887728,0.4645308,0.5283667,0.5064999,0.5143907,0.1447402,8.04e-06
18.6061,17.76335,17.58846,17.29353,17.32428,36.10369,78.46228,92.17582,120.945,117.5634,4.280736,4.827464,4.708858,4.832121,6.075391,32.76006,78.71217,124.0711,93.20381,135.4335,2.021158,2.177999,2.220626,2.213008,2.495853,19.88356,19.16205,19.14402,18.87375,18.95034,0.6328925,0.6828485,0.6818742,0.6959338,0.5546378,0.09199307,6.17e-06
17.64127,15.97413,15.03082,14.53841,14.17135,87.79919,407.7069,972.0129,1529.808,2145.161,19.86912,14.86503,12.75577,13.27751,11.3918,89.78291,386.5869,1364.807,899.8105,1800.793,6.722568,6.22949,5.451818,5.853452,5.07729,19.91608,17.53033,18.26,16.94633,16.53716,0.7610413,0.7092311,0.6861976,0.7191549,0.6769346,0.08749464,1.93e-05
21.34507,20.15935,19.66456,19.43714,19.02754,2.89039,8.634023,13.61885,16.79168,24.46742,2.169302,2.802076,3.367069,3.578232,3.182067,4.898027,8.110746,18.63119,14.65202,27.87476,4.073412,1.401607,1.603362,1.567625,1.607756,22.19578,20.89216,21.2653,20.82541,20.30231,0.8495596,0.7079532,0.7642909,0.812001,0.8602071,0.08945058,6.97e-06
18.7254,17.69882,17.16587,16.79099,16.58908,32.34685,83.26675,136.0348,192.1331,231.3991,3.208889,3.284554,3.200173,3.35377,3.209683,30.46678,81.82468,187.2525,136.741,228.0028,1.612847,1.615139,1.575995,1.637315,1.618703,19.98021,18.85343,19.11186,18.51209,18.16342,0.7204111,0.6998689,0.7119837,0.6887407,0.7176638,0.09434853,5.99e-06
20.43274,18.57926,17.43501,16.88997,16.48254,6.709864,37.00771,106.168,175.3922,255.2591,2.969418,5.491423,4.860367,4.859833,4.61434,10.79109,39.42416,170.9075,105.8093,244.1557,3.067188,2.13179,1.874835,1.935913,1.813498,21.71387,18.66853,19.79603,18.133,17.72803,0.3579947,0.8157873,0.792016,0.7818559,0.8860725,0.1221588,3.39e-05
19.32713,18.19527,17.66233,17.33237,17.16628,18.58338,52.70971,86.11238,116.6943,135.9803,5.240789,4.576717,4.414185,4.516187,4.210833,19.66241,55.47285,114.6161,83.33682,122.0099,2.427786,2.394558,2.207697,2.205681,2.060734,20.82269,19.40538,20.06965,19.1816,18.91101,0.9564,0.9385099,0.9211126,0.8869378,0.8008969,0.1541052,1.01e-05
24.21595,22.00057,20.68158,20.0309,19.61358,0.1106834,1.578943,5.335163,9.716115,14.23641,2.970266,1.6925,3.734101,1.614317,1.378816,0.6745374,1.365314,8.18057,4.809622,9.733923,1.400363,0.7993651,0.6958478,0.7663807,0.5873886,24.28522,20.86679,22.14299,20.2019,19.78069,0.1000165,0.09986985,0.4627183,0.1498443,0.1999945,0.3246461,0.00016862
20.5848,18.5811,17.62056,17.11088,16.80505,5.832142,36.94517,89.49024,143.103,189.6595,27.9152,5.952678,5.8428,5.964677,6.294612,7.963349,38.46264,144.5487,91.96323,201.717,3.722074,2.732601,2.576188,2.674999,2.68769,22.36254,19.62422,20.53864,19.10924,18.77304,0.340017,0.4634804,0.4429208,0.4442515,0.5113857,0.1496639,1.57e-05
20.40847,18.84852,17.99496,17.5997,17.31499,6.861663,28.87936,63.38893,91.2262,118.5738,1.37553,1.686855,1.626126,1.673268,1.636544,5.303505,26.14459,85.65804,59.7991,110.6291,0.7048616,0.8563619,0.8047448,0.8480544,0.815039,20.68551,18.53106,19.19709,18.18119,17.8491,0.9999733,0.899792,0.8748971,0.8611863,0.7886661,0.1039135,1.2e-05
19.1506,18.07211,17.77957,17.58035,17.62915,21.8646,59.04137,77.29881,92.86668,88.77922,8.378857,8.850128,9.536728,7.685693,8.458333,20.39455,60.67048,99.21585,71.07215,91.07303,4.079719,3.99781,4.184323,3.597033,3.945181,20.85598,19.82306,19.91284,19.53842,19.56785,0.05,0.1754687,0.1999789,0.2061735,0.1779316,0.02631676,6.96e-06
19.82081,18.47212,17.80105,17.42367,17.15326,11.79272,40.8459,75.78401,107.2832,137.6203,5.140241,4.249982,3.826611,4.212568,4.037084,13.44041,42.99038,105.6629,78.66351,140.3338,2.169283,1.893795,1.721879,1.857397,1.757107,20.80449,18.86839,19.50504,18.45178,18.31839,0.3070852,0.4277762,0.4431461,0.4371017,0.4692996,0.1161193,1.07e-05
19.40227,18.25103,17.74023,17.39953,17.32532,17.34056,50.07101,80.1506,109.6948,117.4502,6.021951,8.064487,7.497736,7.653709,7.3887,18.67312,48.875,99.11015,75.10346,77.48068,3.988446,4.027568,3.680046,3.766671,2.854997,22.03631,20.44861,20.75931,19.94733,19.6741,0.5989288,0.6654273,0.6850999,0.6743839,0.667217,0.09824213,1.54e-05
17.82013,16.76421,16.42604,16.18445,16.03981,74.46433,196.9321,268.8964,335.9089,383.7726,9.516362,10.75811,10.13305,10.3024,10.20744,61.3318,198.2385,321.6008,266.3437,362.5908,4.40531,5.307117,4.973271,5.129754,4.910872,20.57912,19.42126,19.59611,19.12677,19.03925,0.5188598,0.5207671,0.5282239,0.5236802,0.5242804,0.03237681,6.67e-06
17.97009,16.47333,15.69242,15.25054,14.94193,64.85757,257.4362,528.4821,793.9296,1054.938,6.667308,7.792146,7.559417,7.601639,7.561615,69.45421,271.4856,828.0377,548.6689,1113.423,3.540781,3.64761,3.408871,3.47091,3.466424,19.96367,17.58086,18.40945,17.28467,16.85705,0.6812099,0.67766,0.661332,0.7101412,0.6764548,0.08574542,1.29e-05
19.19644,17.54268,16.80858,16.40235,16.0858,20.96059,96.14514,189.0468,274.8278,367.8557,4.695357,6.375734,6.222744,6.398377,5.893841,17.39245,96.66667,277.8831,192.7372,348.7182,2.151499,2.837213,2.798806,2.90025,2.662511,20.85699,18.72012,19.46825,18.49607,17.92156,0.276643,0.212617,0.2003205,0.2051136,0.1999947,0.03991497,9.24e-06
22.0068,20.76153,20.38642,20.22305,20.16958,1.562551,4.957294,7.003337,8.138901,8.489918,0.9650856,1.077802,1.063064,1.062826,0.8598354,1.207252,4.434859,7.352536,6.022128,6.90997,0.473031,0.548813,0.5237131,0.545707,0.4386793,21.97137,20.41048,20.78675,20.2723,20.22456,0.3754483,0.3939711,0.2141022,0.6349781,0.1728398,0.07787172,2.93e-05
20.10191,18.53392,17.64877,17.20163,16.7601,9.101909,38.58597,87.19521,131.6282,197.676,27.92066,7.325012,6.471353,7.057679,6.578036,15.15559,40.96896,127.3283,92.07298,193.8544,5.332543,3.482609,3.028194,3.300668,3.044403,21.84392,19.67142,20.12758,19.09015,18.56653,0.5669797,0.4637806,0.4200172,0.444631,0.4035778,0.1211238,2.18e-05
21.76549,21.45131,21.45155,21.87947,21.33873,1.957038,2.624012,2.621024,1.752671,2.726213,1.31453,1.417931,1.320701,1.360768,1.145922,1.565791,2.15758,1.530049,2.347323,2.035903,0.6671111,0.7005475,0.6543582,0.6789075,0.5525005,21.85134,21.68695,21.5844,22.15356,21.46161,0.05,0.9998991,0.95741,0.825731,0.2362296,0.02508917,6.48e-06
22.58689,22.21177,20.87393,20.04074,19.60027,0.9018523,1.297835,4.468038,9.628384,14.41288,0.868237,1.791429,2.341939,1.988511,6.642025,0.5445936,0.8113338,8.672763,4.646666,20.15505,0.4204709,0.7167267,0.8979834,0.9886436,1.323987,22.44165,21.28093,22.63125,20.49063,20.09256,0.05583628,0.50557,0.7534208,0.7591723,0.6616335,0.539121,5.82e-05
18.41519,17.44194,17.13237,16.91752,16.87705,43.04475,105.4926,140.298,170.9976,177.4899,7.348215,7.429593,7.691121,7.35632,8.590559,40.06342,100.0695,162.1552,127.0577,196.0348,3.645918,3.617742,3.674094,3.467333,3.8827,20.23505,19.38873,19.5307,19.0571,18.89195,0.501707,0.4958394,0.473546,0.4390057,0.409757,0.04773943,5.59e-06
21.55475,21.29299,20.77066,20.49343,20.47777,2.380148,3.036862,4.914489,6.342772,6.355048,3.020337,1.624182,1.412644,1.474044,2.92069,2.047311,2.845841,5.711619,4.640652,5.263394,0.9857171,0.8292611,0.7510594,0.7549036,0.7334865,21.55117,21.00776,21.42385,20.68032,20.59597,0.05,0.06768035,0.3347974,0.7499067,0.05,0.4672821,1.19e-05
19.53414,18.57903,18.15698,17.78117,17.78728,15.3571,37.01557,54.60148,77.18474,76.74472,6.207396,3.351929,3.30466,2.887649,3.249166,11.88687,30.62128,62.26005,44.80137,61.10239,1.31686,1.477579,1.449459,1.438401,1.404667,20.85307,19.54247,19.88799,19.10765,19.10178,0.7236752,0.894766,0.8364273,0.8026575,0.9140159,0.1267598,6.67e-06
17.39349,14.56218,13.94168,13.59279,13.81101,110.3069,1496.671,2650.492,3654.973,2989.482,6.896735,23.42497,23.3268,24.20776,20.45263,83.31745,1557.902,3662.074,2755.34,2671.055,4.407356,11.55303,11.29192,11.55074,9.94548,19.95002,17.98402,18.37576,17.62759,17.36118,0.5727612,0.3998409,0.3956695,0.4020042,0.3902283,0.0157703,2.17e-05
22.38887,20.96274,19.90377,19.40537,18.93491,1.090083,4.118097,10.92542,17.29043,26.65029,0.0916188,2.127766,1.965435,1.966625,3.175152,1.307066,4.220035,17.46939,10.48065,31.91866,0.9525884,1.051296,0.9026564,0.8920093,1.099594,22.99525,20.51815,21.42217,20.07391,19.53113,0.2000121,0.524502,0.4712673,0.4896849,0.7180965,0.2195162,2.77e-05
